haar	haar	detp	det	det	haar									yes	meisje-1
hand	hand	np	noun	hd	hand			de	count	sg				no	0
en	en	vg	vg	crd	en									no	0
viel	val	smain	verb	hd	val						unacc	past(sg)	ld_pp	no	0
op	op	pp	prep	hd	op									no	0
het	het	detp	det	det	het									no	0
pad	pad	np	noun	hd	pad			het	count	sg				no	0
,	,	punct	punct	--	,		komma							no	0
maar	maar	vg	vg	crd	maar									no	0
onder	onder	pp	prep	hd	onder									no	0
het	het	detp	det	det	het									no	0
vallen	val	np	verb	hd	val		v_noun							no	0
veranderde	verander	smain	verb	hd	verander-in						unacc	past(sg)	pc_pp(in)	no	0
de	de	detp	det	det	de									no	0
ring	ring	np	noun	hd	ring			de	count	sg				yes	koe-7
in	in	pp	prep	hd	in									no	0
een	een	detp	det	det	een									no	0
graankorrel	graankorrel	np	noun	hd	graankorrel			de	count	sg				yes	koe-7
.	.	punct	punct	--	.		punt							no	0
En	en	du	comp	dlink	en									no	0
de	de	detp	det	det	de									no	0
tovenaar	tovenaar	np	noun	hd	tovenaar			de	count	sg				yes	tovenaar-6
werd	word	smain	verb	hd	word						unacc	past(sg)	copula	no	0
een	een	detp	det	det	een									no	0
haan	haan	np	noun	hd	haan			de	count	sg				yes	tovenaar-6
,	,	punct	punct	--	,		komma							no	0
die	die	np	pron	rhd	die									yes	tovenaar-6
de	de	detp	det	det	de									no	0
graankorrel	graankorrel	np	noun	hd	graankorrel			de	count	sg				yes	koe-7
wilde	wil	ssub	verb	hd	wil						hebben	past(sg)	modifier(aux(inf))	no	0
oppikken	pik_op	inf	verb	hd	pik_op						hebben	inf	ninv(transitive,part_transitive(op))	no	0
,	,	punct	punct	--	,		komma							no	0
maar	maar	advp	adv	mod	maar									no	0
eer	eer	cp	comp	cmp	eer									no	0
hij	hij	np	pron	su	hij									yes	tovenaar-6
dat	dat	np	det	obj1	dat									no	0
doen	doe	inf	verb	hd	doe						hebben	inf(no_e)	transitive_ndev	no	0
kon	kan	ssub	verb	hd	kan						'hebben/zijn'	past(sg)	aux(inf)	no	0
,	,	punct	punct	--	,		komma							no	0
was	ben	smain	verb	hd	ben						unacc	past(sg)	so_copula	no	0
de	de	detp	det	det	de									no	0
korrel	korrel	np	noun	hd	korrel			de	count	sg				yes	koe-7
een	een	detp	det	det	een									no	0
vos	vos	np	noun	hd	vos			de	count	sg				yes	koe-7
en	en	vg	vg	crd	en									no	0
beet	bijt_af	smain	verb	hd	bijt_af						hebben	past(sg)	part_np_np(af)	no	0
hem	hem	np	pron	obj2	hem									yes	tovenaar-6
de	de	detp	det	det	de									no	0
kop	kop	np	noun	hd	kop			de	count	sg				no	0
af	af	part	part	svp	af									no	0
.	.	punct	punct	--	.		punt							no	0
Dat	dat	np	det	su	dat									no	0
was	ben	smain	verb	hd	ben						unacc	past(sg)	copula	no	0
nu	nu	advp	adv	mod	nu		tmp							no	0
zijn	zijn	detp	det	det	zijn									yes	tovenaar-6
loon	loon	np	noun	hd	loon			het	count	sg				no	0
,	,	punct	punct	--	,		komma							no	0
omdat	omdat	cp	comp	cmp	omdat									no	0
hij	hij	np	pron	su	hij									yes	tovenaar-6
de	de	detp	det	det	de									no	0
jongen	jong	np	noun	obj1	jong			het	count	pl				yes	koe-7
lezen	lees	np	verb	hd	lees		v_noun							no	0
en	en	vg	vg	crd	en									no	0
schrijven	schrijf	np	verb	hd	schrijf		v_noun							no	0
had	heb	ssub	verb	hd	heb						hebben	past(sg)	aux_psp_hebben	no	0
geleerd	leer	ppart	verb	hd	leer						hebben	psp	transitive_ndev_ndev	no	0
.	.	punct	punct	--	.		punt							no	0
(	(	punct	punct	--	(		haak_open							no	0
Friesland	Friesland	np	name	--	Friesland									no	0
)	)	punct	punct	--	)		haak_sluit							no	0
<FB/>
VAN	van	pp	prep	hd	van									no	0
DE	de	detp	det	det	de									no	0
SMID	SMID	np	name	mwp	SMID									no	0
EN	EN	np	name	mwp	EN									no	0
DE	DE	np	name	mwp	DE									no	0
KABOUTERMANNETJES	KABOUTERMANNETJES	np	name	mwp	KABOUTERMANNETJES									no	0
Er	Er	np	name	mwp	Er									no	0
was	ben	smain	verb	hd	ben						unacc	past(sg)	intransitive	no	0
eens	eens	advp	adv	mod	eens		tmp							no	0
een	een	detp	det	det	een									yes	klaas-3
jonge	jong	ap	adj	mod	jong									yes	klaas-3
smid	smid	np	noun	hd	smid			de	count	sg				yes	klaas-3
die	die	np	pron	rhd	die									no	0
goed	goed	ap	adj	mod	goed									no	0
werkte	werk	ssub	verb	hd	werk						hebben	past(sg)	intransitive	no	0
,	,	punct	punct	--	,		komma							no	0
maar	maar	vg	vg	crd	maar									no	0
toch	toch	advp	adv	mod	toch									no	0
nooit	nooit	advp	adv	mod	nooit		tmp							no	0
zoveel	zoveel	np	adj	hd	zoveel									no	0
kon	kan	ssub	verb	hd	kan						'hebben/zijn'	past(sg)	aux(inf)	no	0
overhouden	houd_over	inf	verb	hd	houd_over						hebben	inf	ninv(transitive,part_transitive(over))	no	0
,	,	punct	punct	--	,		komma							no	0
dat	dat	np	pron	rhd	dat									no	0
hij	hij	np	pron	su	hij									yes	klaas-3
trouwen	trouw	inf	verb	hd	trouw						'hebben/zijn'	inf	transitive	no	0
kon	kan	ssub	verb	hd	kan						'hebben/zijn'	past(sg)	aux(inf)	no	0
.	.	punct	punct	--	.		punt							no	0
Zijn	zijn	detp	det	det	zijn									yes	klaas-3
meisje	meisje	np	noun	hd	meisje			het	count	sg				yes	meisje-2
woonde	woon	smain	verb	hd	woon						hebben	past(sg)	ld_pp	no	0
nogal	nogal	advp	adv	mod	nogal									no	0
ver	ver	ap	adj	hd	ver									no	0
van	van	pp	prep	hd	van									no	0
het	het	detp	det	det	het									no	0
dorp	dorp	np	noun	hd	dorp			het	count	sg				no	0
af	af	part	part	hdf	af									no	0
in	in	pp	prep	hd	in									no	0
een	één	np	pron	hd	één		strpro							no	0
van	van	pp	prep	hd	van									no	0
de	de	detp	det	det	de									no	0
gehuchten	gehucht	np	noun	hd	gehucht			het	count	pl				no	0
en	en	vg	vg	crd	en									no	0
's	's	advp	adv	mwp	's		tmp							no	0
avonds	avonds	advp	adv	mwp	avonds		tmp							no	0
ging	ga	smain	verb	hd	ga						zijn	past(sg)	aux(inf)	no	0
hij	hij	np	pron	su	hij									yes	klaas-3
haar	haar	np	pron	obj1	haar									yes	meisje-2
vaak	vaak	ap	adj	mod	vaak									no	0
bezoeken	bezoek	inf	verb	hd	bezoek						hebben	inf	transitive	no	0
.	.	punct	punct	--	.		punt							no	0
Op	op	pp	prep	hd	op									no	0
een	een	detp	det	det	een									no	0
avond	avond	np	noun	hd	avond		tmp							no	0
dat	dat	cp	comp	cmp	dat									no	0
het	het	np	det	su	het									no	0
nogal	nogal	advp	adv	mod	nogal									no	0
laat	laat	ap	adj	hd	laat									no	0
geworden	word	ppart	verb	hd	word						unacc	psp	copula	no	0
was	ben	ssub	verb	hd	ben						unacc	past(sg)	aux_psp_zijn	no	0
,	,	punct	punct	--	,		komma							no	0
haastte	haast	smain	verb	hd	zich-haast						hebben	past(sg)	refl_ld_pp	no	0
hij	hij	np	pron	su	hij									yes	klaas-3
zich	zich	np	pron	se	zich									yes	klaas-3
naar	naar	pp	prep	hd	naar									no	0
huis	huis	np	noun	hd	huis			het	count	sg				no	0
langs	langs	pp	prep	hd	langs									no	0
een	een	detp	det	det	een									no	0
binnenweggetje	binnen_weg_DIM	np	noun	hd	binnen_weg_DIM			het	count	sg				no	0
.	.	punct	punct	--	.		punt							no	0
Ergens	ergens	advp	adv	mod	ergens		er_loc							no	0
moest	moet	smain	verb	hd	moet						'hebben/zijn'	past(sg)	modifier(aux(inf))	no	0
hij	hij	np	pron	su	hij									yes	klaas-3
een	een	detp	det	det	een									no	0
beek	beek	np	noun	hd	beek			de	count	sg				no	0
oversteken	steek_over	inf	verb	hd	steek_over						hebben	inf	ninv(transitive,part_transitive(over))	no	0
,	,	punct	punct	--	,		komma							no	0
die	die	np	pron	rhd	die									no	0
langs	langs	pp	prep	hd	langs									no	0
een	een	detp	det	det	een									no	0
berg	berg	np	noun	hd	berg			de	count	sg				no	0
liep	loop	ssub	verb	hd	loop						'hebben/zijn'	past(sg)	ld_pp	no	0
.	.	punct	punct	--	.		punt							no	0
Toen	toen	cp	comp	cmp	toen									no	0
hij	hij	np	pron	su	hij									yes	klaas-3
over	over	pp	prep	hd	over									no	0
het	het	detp	det	det	het									no	0
water	water	np	noun	hd	water			het	both	sg				no	0
wilde	wil	ssub	verb	hd	wil						hebben	past(sg)	modifier(aux(inf))	no	0
springen	spring	inf	verb	hd	spring						'hebben/zijn'	inf	ld_pp	no	0
,	,	punct	punct	--	,		komma							no	0
zag	zie	smain	verb	hd	zie-aan						hebben	past(sg)	np_pc_pp(aan)	no	0
hij	hij	np	pron	su	hij									yes	klaas-3
opeens	opeens	advp	adv	mod	opeens		sentence							no	0
aan	aan	pp	prep	hd	aan									no	0
de	de	detp	det	det	de									no	0
overkant	overkant	np	noun	hd	overkant			de	mass	sg				no	0
een	een	detp	det	det	een									no	0
heleboel	heleboel	np	noun	hd	heleboel			both	both	sg				no	0
kabouters	kabouter	np	noun	hd	kabouter			de	count	pl				yes	kabouter-1
,	,	punct	punct	--	,		komma							no	0
die	die	np	pron	rhd	die									yes	kabouter-1
aan	aan	ahi	comp	mwp	aan									no	0
het	het	ahi	comp	mwp	het									no	0
zingen	zing	inf	verb	hd	zing						hebben	inf	intransitive	no	0
en	en	vg	vg	crd	en									no	0
aan	aan	ahi	comp	mwp	aan									no	0
het	het	ahi	comp	mwp	het									no	0
dansen	dans	inf	verb	hd	dans						hebben	inf	intransitive	no	0
waren	ben	ssub	verb	hd	ben-aan_het						unacc	past(pl)	aan_het	no	0
.	.	punct	punct	--	.		punt							no	0
Zij	zij	np	pron	su	zij									yes	kabouter-1
wierpen	werp	smain	verb	hd	werp						hebben	past(pl)	np_ld_dir	no	0
gedurig	gedurig	ap	adj	mod	gedurig									no	0
hun	hun	detp	det	det	hun									yes	kabouter-1
mutsen	muts	np	noun	hd	muts			de	count	pl				no	0
omhoog	omhoog	advp	adv	ld	omhoog		dir							no	0
en	en	vg	vg	crd	en									no	0
vingen	vang_op	smain	verb	hd	vang_op						hebben	past(pl)	part_transitive(op)	no	0
ze	ze	np	pron	obj1	ze		wkpro							yes	kabouter-1
dan	dan	advp	adv	mod	dan		tmp							no	0
weer	weer	advp	adv	mod	weer									no	0
op	op	pp	prep	hd	op									no	0
hun	hun	detp	det	det	hun									yes	kabouter-1
tenen	teen	np	noun	hd	teen			de	count	pl				no	0
op	op	part	part	svp	op									no	0
.	.	punct	punct	--	.		punt							no	0
Klaas	Klaas	np	name	su	Klaas									yes	klaas-3
,	,	punct	punct	--	,		komma							no	0
zo	zo	advp	adv	predc	zo									no	0
heette	heet	smain	verb	hd	heet						hebben	past(sg)	copula	no	0
de	de	detp	det	det	de									no	0
smid	smid	np	noun	hd	smid			de	count	sg				yes	klaas-3
,	,	punct	punct	--	,		komma							no	0
schrok	schrik	smain	verb	hd	schrik						unacc	past(sg)	intransitive	no	0
erg	erg	ap	adj	mod	erg									no	0
,	,	punct	punct	--	,		komma							no	0
toen	toen	cp	comp	cmp	toen									no	0
hij	hij	np	pron	su	hij									yes	klaas-3
hen	hen	np	pron	obj1	hen									yes	kabouter-1
zag	zie	ssub	verb	hd	zie						hebben	past(sg)	transitive_ndev_ndev	no	0
en	en	vg	vg	crd	en									no	0
verborg	verberg	smain	verb	hd	zich-verberg						hebben	past(sg)	refl_ld_pp	no	0
zich	zich	np	pron	se	zich									yes	klaas-3
vlug	vlug	ap	adj	mod	vlug									no	0
achter	achter	pp	prep	hd	achter									no	0
een	een	detp	det	det	een									no	0
doornstruik	doornstruik	np	noun	hd	doornstruik			de	count	sg				no	0
,	,	punct	punct	--	,		komma							no	0
die	die	np	pron	rhd	die									no	0
in	in	pp	prep	hd	in									no	0
de	de	detp	det	det	de									no	0
spleet	spleet	np	noun	hd	spleet			de	count	sg				no	0
van	van	pp	prep	hd	van									no	0
de	de	detp	det	det	de									no	0
berg	berg	np	noun	hd	berg			de	count	sg				no	0
groeide	groei	ssub	verb	hd	groei						unacc	past(sg)	intransitive	no	0
.	.	punct	punct	--	.		punt							no	0
Na	na	pp	prep	hd	na									no	0
een	een	detp	det	det	een									no	0
tijdje	tijdje	np	noun	hd	tijdje		tmp							no	0
werd	word	smain	verb	hd	word						unacc	past(sg)	passive	no	0
er	er	advp	adv	mod	er		er							no	0
een	een	detp	det	det	een									no	0
teken	teken	np	noun	hd	teken			het	count	sg				no	0
gegeven	geef	ppart	verb	hd	geef						hebben	psp	transitive	no	0
en	en	vg	vg	crd	en									no	0
alle	alle	detp	det	det	alle									no	0
mannetjes	man_DIM	np	noun	hd	man_DIM			het	count	pl				yes	kabouter-1
verdwenen	verdwijn	smain	verb	hd	verdwijn						unacc	past(pl)	ld_pp	no	0
door	door	pp	prep	hd	door									no	0
spleten	spleet	np	noun	obj1	spleet			de	count	pl				no	0
in	in	pp	prep	hd	in									no	0
het	het	detp	det	det	het									no	0
binnenste	binnenste	np	noun	hd	binnenste			het	mass	sg				no	0
van	van	pp	prep	hd	van									no	0
de	de	detp	det	det	de									no	0
berg	berg	np	noun	hd	berg			de	count	sg				no	0
.	.	punct	punct	--	.		punt							no	0
Een	een	detp	det	det	een									no	0
kaboutermannetje	kabouter_man_DIM	np	noun	hd	kabouter_man_DIM			het	count	sg				yes	kabouter-1
bleef	blijf	smain	verb	hd	blijf						unacc	past(sg)	ld_adv	no	0
nog	nog	advp	adv	mod	nog									no	0
buiten	buiten	advp	adv	ld	buiten		loc							no	0
.	.	punct	punct	--	.		punt							no	0
Zijn	zijn	detp	det	det	zijn									yes	kabouter-1
mutsje	muts_DIM	np	noun	hd	muts_DIM			het	count	sg				no	0
was	ben	smain	verb	hd	ben						unacc	past(sg)	aux_psp_zijn	no	0
in	in	pp	prep	hd	in									no	0
een	een	detp	det	det	een									no	0
smalle	smal	ap	adj	mod	smal									no	0
bergspleet	berg_spleet	np	noun	hd	berg_spleet			de	count	sg				no	0
geraakt	raak	ppart	verb	hd	raak						unacc	psp	ld_pp	no	0
en	en	vg	vg	crd	en									no	0
hoe	hoe	ap	adj	mod	hoe									no	0
meer	meer	np	adj	hd	meer									no	0
hij	hij	np	pron	su	hij									yes	kabouter-1
poogde	poog	ssub	verb	hd	poog						hebben	past(sg)	vp	no	0
het	het	np	det	obj2	het									no	0
eruit	eruit	pp	pp	ld	eruit		er							no	0
te	te	cp	comp	cmp	te									no	0
halen	haal	inf	verb	hd	haal						hebben	inf	np_np_ld_pp	no	0
,	,	punct	punct	--	,		komma							no	0
hoe	hoe	ap	adj	mod	hoe									no	0
dieper	diep	ap	adj	hd	diep									no	0
schoof	schuif	sv1	verb	hd	schuif						zijn	past(sg)	ld_pp	no	0
het	het	np	det	su	het									no	0
erin	erin	pp	pp	ld	erin		er							no	0
.	.	punct	punct	--	.		punt							no	0
Toen	toen	cp	comp	cmp	toen									no	0
dat	dat	np	det	su	dat									no	0
lang	lang	ap	adj	hd	lang									no	0
genoeg	genoeg	advp	adv	mod	genoeg		postadj							no	0
geduurd	duur	ppart	verb	hd	duur						hebben	psp	adv_meas	no	0
had	heb	ssub	verb	hd	heb						hebben	past(sg)	aux_psp_hebben	no	0
,	,	punct	punct	--	,		komma							no	0
dacht	denk	smain	verb	hd	denk						hebben	past(sg)	tr_sbar	no	0
Klaas	Klaas	np	name	su	Klaas									yes	klaas-3
:	:	punct	punct	--	:		dubb_punt							no	0
Ik	ik	np	pron	nucl	ik									yes	klaas-3
zou	zal	sv1	verb	hd	zal						hebben	past(sg)	aux(inf)	no	0
toch	toch	advp	adv	mod	toch									no	0
zo'n	zo'n	detp	det	hd	zo'n		comp							no	0
ventje	vent_DIM	np	noun	hd	vent_DIM			het	count	sg				yes	kabouter-1
wel	wel	ap	adj	mod	wel									no	0
baas	baas	np	noun	obj1	baas			de	count	sg				no	0
kunnen	kan	inf	verb	hd	kan						hebben	inf	transitive_ndev_ndev	no	0
als	als	comparative	comparative	cmp	als									no	0
het	het	np	det	su	het									no	0
moest	moet	ssub	verb	hd	moet						hebben	past(sg)	transitive_ndev_ndev	no	0
en	en	vg	vg	crd	en									no	0
hij	hij	np	pron	su	hij									yes	klaas-3
vatte	vat	ssub	verb	hd	vat						hebben	past(sg)	transitive	no	0
weer	weer	advp	adv	dp	weer									no	0
moed	moed	np	noun	dp	moed			de	mass	sg				no	0
.	.	--	punct	--	.		punt							no	0
Kom	kom	advp	tag	tag	kom									no	0
,	,	punct	punct	--	,		komma							no	0
dacht	denk	sv1	verb	hd	denk						hebben	past(sg)	tr_sbar	no	0
hij	hij	np	pron	su	hij									yes	klaas-3
,	,	punct	punct	--	,		komma							no	0
ik	ik	np	pron	su	ik									yes	klaas-3
kan	kan	smain	verb	hd	kan						'hebben/zijn'	modal_not_u	aux(inf)	no	0
hem	hem	np	pron	obj2	hem									yes	kabouter-1
misschien	misschien	advp	adv	mod	misschien		sentence							no	0
een	een	detp	det	det	een									no	0
plezier	plezier	np	noun	hd	plezier			het	count	sg				no	0
doen	doe	inf	verb	hd	doe						hebben	inf(no_e)	np_np	no	0
.	.	punct	punct	--	.		punt							no	0
Hij	hij	np	pron	su	hij									yes	klaas-3
sprong	spring	smain	verb	hd	spring						'hebben/zijn'	past(sg)	ld_pp	no	0
over	over	pp	prep	hd	over									no	0
de	de	detp	det	det	de									no	0
beek	beek	np	noun	hd	beek			de	count	sg				no	0
en	en	vg	vg	crd	en									no	0
zei	zeg	smain	verb	hd	zeg						hebben	past(sg)	intransitive	no	0
tegen	tegen	pp	prep	hd	tegen									no	0
de	de	detp	det	det	de									no	0
kabouter	kabouter	np	noun	hd	kabouter			de	count	sg				yes	kabouter-1
:	:	punct	punct	--	:		dubb_punt							no	0
"	"	punct	punct	--	"		aanhaal_both							no	0
Wacht	wacht	sv1	verb	hd	wacht						hebben	sg	sbar	no	0
vriend	vriend	np	noun	su	vriend			de	count	sg				yes	kabouter-1
,	,	punct	punct	--	,		komma							no	0
ik	ik	np	pron	su	ik									yes	klaas-3
zal	zal	smain	verb	hd	zal						hebben	modal_not_u	aux(inf)	no	0
je	je	np	pron	obj1	je		wkpro							yes	kabouter-1
eens	eens	advp	adv	mod	eens		tmp							no	0
helpen	help	inf	verb	hd	help						hebben	inf	transitive_ndev	no	0
.	.	punct	punct	--	.		punt							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
Dan	dan	advp	adv	mod	dan		tmp							no	0
stak	steek	smain	verb	hd	steek						hebben	past(sg)	np_ld_pp	no	0
hij	hij	np	pron	su	hij									yes	klaas-3
zijn	zijn	detp	det	det	zijn									yes	klaas-3
lange	lang	ap	adj	mod	lang									no	0
arm	arm	np	noun	hd	arm			de	count	sg				no	0
in	in	pp	prep	hd	in									no	0
de	de	detp	det	det	de									no	0
spleet	spleet	np	noun	hd	spleet			de	count	sg				no	0
en	en	vg	vg	crd	en									no	0
haalde	haal	smain	verb	hd	haal						hebben	past(sg)	np_ld_pp	no	0
met	met	pp	prep	hd	met									no	0
gemak	gemak	np	noun	obj1	gemak			het	count	sg				no	0
het	het	detp	det	det	het									no	0
mutsje	muts_DIM	np	noun	hd	muts_DIM			het	count	sg				no	0
te	te	pp	pp	mwp	te									no	0
voorschijn	voorschijn	pp	pp	mwp	voorschijn									no	0
.	.	punct	punct	--	.		punt							no	0
"	"	punct	punct	--	"		aanhaal_both							no	0
Wel	wel	advp	tag	tag	wel									no	0
Klaas	Klaas	np	name	nucl	Klaas									yes	klaas-3
,	,	punct	punct	--	,		komma							no	0
"	"	punct	punct	--	"		aanhaal_both							no	0
zei	zeg	sv1	verb	hd	zeg						hebben	past(sg)	tr_sbar	no	0
de	de	detp	det	det	de									no	0
kabouter	kabouter	np	noun	hd	kabouter			de	count	sg				yes	kabouter-1
—	—	punct	punct	--	—		ligg_streep							no	0
hij	hij	np	pron	su	hij									yes	kabouter-1
noemde	noem	smain	verb	hd	noem						hebben	past(sg)	pred_np	no	0
Klaas	Klaas	np	name	obj1	Klaas									yes	klaas-3
waarachtig	waarachtig	ap	adj	predc	waarachtig									no	0
bij	bij	pp	prep	hd	bij									no	0
zijn	zijn	detp	det	det	zijn									yes	klaas-3
naam	naam	np	noun	hd	naam			de	count	sg				no	0
—	—	punct	punct	--	—		ligg_streep							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
je	je	np	pron	su	je		wkpro							yes	klaas-3
hebt	heb	smain	verb	hd	heb						hebben	sg_hebt	aux_psp_hebben	no	0
me	me	np	pron	obj2	me		wkpro							yes	kabouter-1
een	een	detp	det	det	een									no	0
grote	groot	ap	adj	mod	groot									no	0
dienst	dienst	np	noun	hd	dienst			de	count	sg				no	0
bewezen	bewijs	ppart	verb	hd	bewijs						hebben	psp	np_np	no	0
.	.	--	punct	--	.		punt							no	0
Mijn	mijn	detp	det	det	mijn									yes	kabouter-1
tijd	tijd	np	noun	hd	tijd		tmp							no	0
was	ben	smain	verb	hd	ben						unacc	past(sg)	copula	no	0
om	om	ap	adj	predc	om									no	0
en	en	vg	vg	crd	en									no	0
ik	ik	np	pron	su	ik									yes	kabouter-1
moest	moet_terug	smain	verb	hd	moet_terug						hebben	past(sg)	part_ld_pp(terug)	no	0
terug	terug	part	part	svp	terug									no	0
in	in	pp	prep	hd	in									no	0
de	de	detp	det	det	de									no	0
berg	berg	np	noun	hd	berg			de	count	sg				no	0
en	en	vg	vg	crd	en									no	0
had	heb	sv1	verb	hd	heb						hebben	past(sg)	aux_psp_hebben	no	0
ik	ik	np	pron	su	ik									yes	kabouter-1
mijn	mijn	detp	det	det	mijn									yes	kabouter-1
muts	muts	np	noun	hd	muts			de	count	sg				no	0
niet	niet	advp	adv	mod	niet									no	0
gehad	heb	ppart	verb	hd	heb						hebben	psp	transitive_ndev	no	0
,	,	punct	punct	--	,		komma							no	0
dan	dan	advp	adv	mod	dan		tmp							no	0
zou	zal	smain	verb	hd	zal						hebben	past(sg)	aux(inf)	no	0
ik	ik	np	pron	su	ik									yes	kabouter-1
in	in	pp	prep	hd	in									no	0
geen	geen	detp	det	det	geen									no	0
vijf	vijf	detp	num	det	vijf		hoofd							no	0
jaar	jaar	np	noun	hd	jaar		tmp							no	0
op	op	pp	prep	hd	op									no	0
het	het	detp	det	det	het									no	0
feest	feest	np	noun	hd	feest			het	count	sg				no	0
mogen	mag	inf	verb	hd	mag						hebben	inf	modifier(aux(inf))	no	0
komen	kom	inf	verb	hd	kom						zijn	inf	ld_pp	no	0
.	.	punct	punct	--	.		punt							no	0
Daar	daar	advp	adv	--	daar		er_loc							no	0
!	!	punct	punct	--	!		uitroep							no	0
Voor	voor	pp	prep	hd	voor									no	0
wat	wat	np	pron	obj1	wat		nparg							no	0
,	,	punct	punct	--	,		komma							no	0
hoort	hoor	sv1	verb	hd	hoor						hebben	sg3	transitive	no	0
wat	wat	np	pron	obj1	wat		nparg							no	0
.	.	punct	punct	--	.		punt							no	0
Die	die	detp	det	det	die									no	0
diamant	diamant	np	noun	hd	diamant			de	count	sg				no	0
is	ben	smain	verb	hd	ben						unacc	sg_heeft	intransitive	no	0
voor	voor	pp	prep	hd	voor									no	0
jou	jou	np	pron	obj1	jou									yes	klaas-3
.	.	punct	punct	--	.		punt							no	0
"	"	punct	punct	--	"		aanhaal_both							no	0
Klaas	Klaas	np	name	hd	Klaas									yes	klaas-3
,	,	punct	punct	--	,		komma							no	0
die	die	np	pron	rhd	die									yes	klaas-3
al	al	advp	adv	mod	al									no	0
vaak	vaak	ap	adj	hd	vaak									no	0
gehoord	hoor	ppart	verb	hd	hoor						hebben	psp	sbar	no	0
had	heb	ssub	verb	hd	heb						hebben	past(sg)	aux_psp_hebben	no	0
,	,	punct	punct	--	,		komma							no	0
dat	dat	cp	comp	cmp	dat									no	0
de	de	detp	det	det	de									no	0
geschenken	geschenk	np	noun	hd	geschenk			het	count	pl				no	0
van	van	pp	prep	hd	van									no	0
de	de	detp	det	det	de									no	0
kabouters	kabouter	np	noun	hd	kabouter			de	count	pl				yes	kabouter-1
uit	uit	pp	prep	hd	uit									no	0
de	de	detp	det	det	de									no	0
berg	berg	np	noun	hd	berg			de	count	sg				no	0
geen	geen	detp	det	det	geen									no	0
geluk	geluk	np	noun	hd	geluk			het	mass	sg				no	0
brachten	breng	ssub	verb	hd	breng						hebben	past(pl)	transitive	no	0
,	,	punct	punct	--	,		komma							no	0
antwoordde	antwoord	smain	verb	hd	antwoord						hebben	past(sg)	sbar	no	0
:	:	punct	punct	--	:		dubb_punt							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
Wat	wat	np	pron	vc	wat		nparg							no	0
zou	zal	smain	verb	hd	zal						hebben	past(sg)	aux(inf)	no	0
ik	ik	np	pron	su	ik									yes	klaas-3
met	met	pp	prep	hd	met									no	0
die	die	detp	det	det	die									no	0
kiezelsteen	kiezelsteen	np	noun	hd	kiezelsteen			de	count	sg				no	0
moeten	moet	inf	verb	hd	moet						'hebben/zijn'	inf	modifier(aux(inf))	no	0
doen	doe	inf	verb	hd	doe						hebben	inf(no_e)	sbar	no	0
!	!	punct	punct	--	!		uitroep							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
"	"	punct	punct	--	"		aanhaal_both							no	0
Het	het	np	det	su	het									no	0
is	ben	smain	verb	hd	ben						unacc	sg_heeft	copula	no	0
warempel	warempel	advp	adv	mod	warempel		sentence							no	0
geen	geen	detp	det	det	geen									no	0
kiezelsteen	kiezelsteen	np	noun	hd	kiezelsteen			de	count	sg				no	0
,	,	punct	punct	--	,		komma							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
zei	zeg	sv1	verb	hd	zeg						hebben	past(sg)	tr_sbar	no	0
het	het	detp	det	det	het									no	0
mannetje	man_DIM	np	noun	hd	man_DIM			het	count	sg				yes	kabouter-1
,	,	--	punct	--	,		komma							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
maar	maar	vg	vg	crd	maar									no	0
een	een	detp	det	det	een									no	0
echte	echt	ap	adj	mod	echt									no	0
diamant	diamant	np	noun	hd	diamant			de	count	sg				no	0
,	,	punct	punct	--	,		komma							no	0
neem	neem	sv1	verb	hd	neem						hebben	sg1	transitive	no	0
hem	hem	np	pron	obj1	hem									no	0
maar	maar	advp	adv	mod	maar									no	0
gauw	gauw	ap	adj	mod	gauw									no	0
!	!	--	punct	--	!		uitroep							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
Neen	neen	advp	tag	tag	neen									no	0
,	,	punct	punct	--	,		komma							no	0
neen	neen	np	noun	su	neen			het	mass	sg				no	0
,	,	--	punct	--	,		komma							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
hernam	herneem	smain	verb	hd	herneem						hebben	past(sg)	transitive	no	0
Klaas	Klaas	np	name	obj1	Klaas									yes	klaas-3
,	,	punct	punct	--	,		komma							no	0
"	"	--	punct	--	"		aanhaal_both							no	0
dat	dat	np	det	obj1	dat									no	0
doe	doe	smain	verb	hd	doe						hebben	sg1	transitive_ndev	no	0
ik	ik	np	pron	su	ik									yes	klaas-3
niet	niet	advp	adv	mod	niet									no	0
,	,	punct	punct	--	,		komma							no	0
dat	dat	np	det	obj1	dat									no	0
mag	mag	smain	verb	hd	mag						hebben	sg	modifier(aux(inf))	no	0
ik	ik	np	pron	su	ik									yes	klaas-3
niet	niet	advp	adv	mod	niet									no	0
doen	doe	inf	verb	hd	doe						hebben	inf(no_e)	transitive_ndev	no	0
!	!	--	punct	--	!		uitroep							no	0
"	"	punct	punct	mwp	"		aanhaal_both							no	0
